,Name,ID Num,Item Slot,Armor,Strength,Agility,Stamina,Crit,Hit,Attack Power,Haste,Armor Pen,Expertise,Defense,Dodge,Parry,Socket Bonus Type,Socket Bonus Amount,Wep Type,Wep Min Damage,Wep Max Damage,Wep Speed,Phase,Heroic
942,Legplates of Aetheric Strife,51786,Legs,2210,140,0,164,72,0,0,0,96,0,0,0,0,Armor Penetration Rating,8,Non-Wep,0,0,0,4,False
943,Scourge Fanged Stompers,51787,Feet,1736,81,0,136,0,38,0,0,0,0,62,76,0,Stamina,9,Non-Wep,0,0,0,4,False
944,"Troggbane, Axe of the Frostborne King",51795,One-Hand,0,66,0,99,0,0,0,0,0,0,35,30,37,Stamina,0,Axe,242,451,1.60,4,False
945,Warmace of Menethil,51796,Two-Hand,0,158,0,174,94,0,0,0,94,0,0,0,0,Strength,6,Mace,811,"1,217",3.60,4,False
946,"Pugius, Fist of Defiance",51801,Main Hand,0,0,66,50,45,0,100,42,0,0,0,0,0,Stamina,0,Fist Weapon,450,676,2.60,4,False
947,Scourge Fanged Stompers,51816,Feet,1815,92,0,157,0,45,0,0,0,0,70,86,0,Stamina,9,Non-Wep,0,0,0,4,True
948,Legplates of Aetheric Strife,51817,Legs,2310,161,0,185,84,0,0,0,108,0,0,0,0,Armor Penetration Rating,8,Non-Wep,0,0,0,4,True
949,Wyrmwing Treads,51818,Feet,1016,0,104,95,61,52,183,0,0,0,0,0,0,Agility,6,Non-Wep,0,0,0,4,True
950,Splintershard,51819,Off Hand,0,0,61,69,0,0,93,38,46,0,0,0,0,Agility,4,Fist Weapon,238,442,1.50,4,True
951,Vambraces of the Frost Wyrm Queen,51820,Wrist,291,0,90,79,60,0,113,52,0,0,0,0,0,Agility,4,Non-Wep,0,0,0,4,True
952,Etched Dragonbone Girdle,51821,Waist,1485,121,0,137,86,0,0,0,0,54,0,0,0,Strength,6,Non-Wep,0,0,0,4,True
953,Rimetooth Pendant,51822,Neck,0,0,90,79,52,0,113,0,60,0,0,0,0,Agility,4,Non-Wep,0,0,0,4,True
954,Legguards of the Twisted Dream,51829,Legs,1293,0,138,128,96,91,192,0,0,0,0,0,0,Attack Power,16,Non-Wep,0,0,0,4,True
955,Skinned Whelp Shoulders,51830,Shoulder,499,0,104,92,64,0,183,0,80,0,0,0,0,Armor Penetration Rating,6,Non-Wep,0,0,0,4,True
956,Ironrope Belt of Ymirjar,51831,Waist,1485,92,0,157,0,61,0,0,0,0,86,0,54,Stamina,9,Non-Wep,0,0,0,4,True
957,Taiga Bindings,51832,Wrist,1155,95,0,103,52,0,0,60,0,0,0,0,0,Strength,4,Non-Wep,0,0,0,4,True
958,Oxheart,51833,Two-Hand,0,161,0,185,104,0,0,0,0,83,0,0,0,Strength,8,Mace,825,"1,238",3.50,4,True
959,Veincrusher Gauntlets,51835,Hands,1650,86,0,157,0,0,0,0,0,70,80,64,0,Stamina,9,Non-Wep,0,0,0,4,True
960,Ivory-Inlaid Leggings,51841,Legs,582,0,138,142,116,0,232,0,71,0,0,0,0,Agility,8,Non-Wep,0,0,0,4,True
961,Collar of Haughty Disdain,51842,Neck,0,95,0,103,62,0,0,49,0,0,0,0,0,Strength,4,Non-Wep,0,0,0,4,True
962,Seal of the Twilight Queen,51843,Finger,0,0,82,79,52,0,129,60,0,0,0,0,0,Attack Power,8,Non-Wep,0,0,0,4,True
963,Throatrender Handguards,51844,Hands,1650,121,0,137,0,80,0,64,0,0,0,0,0,Strength,6,Non-Wep,0,0,0,4,True
964,Spaulders of the Blood Princes,51847,Shoulder,1980,84,0,157,0,74,0,0,0,0,87,0,53,Parry Rating,6,Non-Wep,0,0,0,4,True
965,Blood-Drinker's Girdle,51853,Waist,831,0,104,95,0,0,161,52,80,0,0,0,0,Agility,6,Non-Wep,0,0,0,4,True
966,Battle-Maiden's Legguards,51854,Legs,2310,161,0,185,0,0,0,108,0,84,0,0,0,Strength,8,Non-Wep,0,0,0,4,True
967,Thrice Fanged Signet,51855,Finger,0,95,0,103,52,0,0,60,0,0,0,0,0,Armor Penetration Rating,4,Non-Wep,0,0,0,4,True
968,Taldaram's Soft Slippers,51856,Feet,457,0,104,106,64,0,172,0,80,0,0,0,0,Agility,6,Non-Wep,0,0,0,4,True
969,Hersir's Greatspear,51857,Two-Hand,0,0,105,123,0,52,324,0,123,0,0,0,0,Agility,8,Polearm,825,"1,238",3.50,4,True
970,Soulbreaker,51858,One-Hand,0,0,61,53,40,0,106,43,0,0,0,0,0,Attack Power,8,Sword,412,766,2.60,4,True
971,Shoulderpads of the Morbid Ritual,51864,Shoulder,1108,0,120,95,80,47,129,0,0,0,0,0,0,Agility,6,Non-Wep,0,0,0,4,True
972,Scalpel-Sharpening Shoulderguards,51865,Shoulder,1980,121,0,137,0,60,0,0,83,0,0,0,0,Strength,6,Non-Wep,0,0,0,4,True
973,Discarded Bag of Entrails,51866,Head,540,0,154,111,0,0,230,92,100,0,0,0,0,Armor Penetration Rating,8,Non-Wep,0,0,0,4,True
974,Infected Choker,51867,Neck,0,95,0,103,62,0,0,0,0,49,0,0,0,Strength,4,Non-Wep,0,0,0,4,True
975,The Facelifter,51869,One-Hand,0,42,0,92,0,0,0,0,0,41,46,0,46,Dodge Rating,4,Sword,253,472,1.60,4,True
976,Abomination Knuckles,51876,Main Hand,0,0,61,53,0,0,106,50,33,0,0,0,0,Agility,4,Fist Weapon,471,707,2.60,4,True
977,Taldron's Short-Sighted Helm,51877,Head,1200,0,100,128,85,0,292,0,79,0,0,0,0,Agility,8,Non-Wep,0,0,0,4,True
978,Rotface's Rupturing Ring,51878,Finger,0,95,0,103,0,0,0,0,54,57,0,0,0,Armor Penetration Rating,4,Non-Wep,0,0,0,4,True
979,Flesh-Shaper's Gurney Strap,51879,Waist,1485,121,0,137,0,64,0,0,80,0,0,0,0,Strength,6,Non-Wep,0,0,0,4,True
980,Cloak of Many Skins,51888,Back,177,82,0,124,0,0,0,0,0,0,51,42,48,Dodge Rating,4,Non-Wep,0,0,0,4,True
981,Plague-Soaked Leather Leggings,51889,Legs,582,0,162,162,84,0,168,108,0,0,0,0,0,Haste Rating,8,Non-Wep,0,0,0,4,True
982,Precious's Putrid Collar,51890,Neck,0,0,82,73,0,62,134,49,0,0,0,0,0,Agility,4,Non-Wep,0,0,0,4,True
983,Taldron's Long Neglected Boots,51891,Feet,1016,0,104,95,40,0,172,0,70,0,0,0,0,Agility,6,Non-Wep,0,0,0,4,True
984,Festering Fingerguards,51892,Hands,1650,121,0,137,0,80,0,0,0,64,0,0,0,Strength,6,Non-Wep,0,0,0,4,True
985,Gutbuster,51893,One-Hand,0,0,45,53,48,36,139,0,0,0,0,0,0,Critical Strike Rating,4,Mace,412,766,2.60,4,True
986,Deathforged Legplates,51895,Legs,2310,123,0,207,0,0,0,0,0,58,108,108,0,Stamina,12,Non-Wep,0,0,0,4,True
987,Saurfang's Cold-Forged Band,51900,Finger,0,0,82,79,0,0,129,52,60,0,0,0,0,Attack Power,8,Non-Wep,0,0,0,4,True
988,Gargoyle Spit Bracers,51901,Wrist,1869,82,0,124,0,0,0,0,0,0,48,42,0,Stamina,6,Non-Wep,0,0,0,4,True
989,Blade-Scored Carapace,51902,Chest,2641,173,0,185,84,0,0,96,0,0,0,0,0,Strength,8,Non-Wep,0,0,0,4,True
990,Hauberk of a Thousand Cuts,51903,Chest,1477,0,84,128,108,73,292,0,0,0,0,0,0,Agility,8,Non-Wep,0,0,0,4,True
991,Scourge Stranglers,51904,Hands,416,0,120,86,72,0,155,0,72,0,0,0,0,Agility,6,Non-Wep,0,0,0,4,True
992,Ramaladni's Blade of Culling,51905,Two-Hand,0,161,0,185,0,0,0,0,91,99,0,0,0,Strength,8,Axe,825,"1,238",3.50,4,True
993,Pauldrons of Lost Hope,51911,Shoulder,1108,0,120,95,0,0,130,52,70,0,0,0,0,Haste Rating,6,Non-Wep,0,0,0,4,True
994,Saronite Gargoyle Cloak,51912,Back,177,95,0,103,38,0,0,69,0,0,0,0,0,Strength,4,Non-Wep,0,0,0,4,True
995,Abomination's Bloody Ring,51913,Finger,0,57,0,124,0,53,0,0,0,0,56,63,0,Stamina,6,Non-Wep,0,0,0,4,True
996,Icecrown Rampart Bracers,51914,Wrist,646,0,82,71,45,48,129,0,0,0,0,0,0,Agility,4,Non-Wep,0,0,0,4,True
997,Bone Drake's Enameled Boots,51915,Feet,1815,121,0,137,0,0,0,0,83,60,0,0,0,Strength,6,Non-Wep,0,0,0,4,True
998,Frost Giant's Cleaver,51916,One-Hand,0,0,61,53,50,0,106,0,31,0,0,0,0,Attack Power,8,Axe,412,766,2.60,4,True
999,Ghoul Commander's Cuirass,51917,Chest,2641,162,0,207,0,0,0,0,0,0,91,51,85,Dodge Rating,8,Non-Wep,0,0,0,4,True
1000,Chestguard of the Frigid Noose,51923,Chest,665,0,150,107,0,0,228,111,91,0,0,0,0,Agility,8,Non-Wep,0,0,0,4,True
1001,Deathspeaker Zealot's Helm,51924,Head,2145,161,0,185,108,0,0,79,0,0,0,0,0,Critical Strike Rating,8,Non-Wep,0,0,0,4,True
1002,Soulthief's Braided Belt,51925,Waist,374,0,104,92,86,54,183,0,0,0,0,0,0,Agility,6,Non-Wep,0,0,0,4,True
1003,Handgrips of Frost and Sleet,51926,Hands,923,0,104,95,0,64,161,0,56,0,0,0,0,Hit Rating,6,Non-Wep,0,0,0,4,True
1004,Shawl of Nerubian Silk,51933,Back,177,0,82,69,0,48,137,0,0,63,0,0,0,Agility,4,Non-Wep,0,0,0,4,True
1005,Marrowgar's Scratching Choker,51934,Neck,0,89,0,124,0,0,0,0,0,0,35,51,48,Stamina,6,Non-Wep,0,0,0,4,True
1006,Linked Scourge Vertebrae,51935,Waist,831,0,104,95,80,47,161,0,0,0,0,0,0,Attack Power,12,Non-Wep,0,0,0,4,True
1007,Citadel Enforcer's Claymore,51936,Two-Hand,0,169,0,185,79,116,0,0,0,0,0,0,0,Strength,6,Sword,801,"1,203",3.40,4,True
1008,Bonebreaker Scepter,51937,One-Hand,0,48,0,92,0,44,0,0,0,0,41,42,0,Defense Rating,4,Mace,269,501,1.70,4,True
1009,Bone Warden's Splitter,51938,One-Hand,0,0,61,69,0,0,93,46,38,0,0,0,0,Attack Power,8,Axe,238,442,1.50,4,True
1010,"Pugius, Fist of Defiance",51941,Main Hand,0,0,66,56,51,0,113,39,0,0,0,0,0,Attack Power,8,Fist Weapon,497,746,2.60,4,True
1011,Warmace of Menethil,51946,Two-Hand,0,173,0,197,103,0,0,0,103,0,0,0,0,Strength,8,Mace,895,"1,344",3.60,4,True
1012,"Troggbane, Axe of the Frostborne King",51947,One-Hand,0,66,0,111,0,0,0,0,0,0,36,32,39,Stamina,6,Axe,267,498,1.60,4,True
1013,Baltharus' Gift,53103,Neck,0,0,85,75,57,0,122,0,0,41,0,0,0,Agility,4,Non-Wep,0,0,0,5,False
1014,Zarithrian's Offering,53110,Finger,0,89,0,97,57,0,0,0,49,0,0,0,0,Strength,4,Non-Wep,0,0,0,5,False
1015,Scion's Treads,53111,Feet,1779,114,0,158,0,0,0,0,0,0,44,60,52,Stamina,9,Non-Wep,0,0,0,5,False
1016,Bracers of the Heir,53112,Wrist,1132,89,0,97,57,0,0,0,49,0,0,0,0,Strength,4,Non-Wep,0,0,0,5,False
1017,Twilight Scale Shoulders,53113,Shoulder,1086,0,98,90,0,0,153,48,66,0,0,0,0,Attack Power,12,Non-Wep,0,0,0,5,False
1018,Gloaming Sark,53114,Chest,652,0,153,104,94,0,201,0,0,86,0,0,0,Agility,8,Non-Wep,0,0,0,5,False
1019,Apocalypse's Advance,53125,Feet,1858,146,0,146,86,70,0,0,0,0,0,0,0,Strength,6,Non-Wep,0,0,0,5,False
1020,Umbrage Armbands,53126,Wrist,298,0,96,96,64,0,96,64,0,0,0,0,0,Agility,4,Non-Wep,0,0,0,5,False
1021,Returning Footfalls,53127,Feet,1040,0,128,101,86,0,139,0,51,0,0,0,0,Agility,6,Non-Wep,0,0,0,5,False
1022,Treads of Impending Resurrection,53129,Feet,1858,128,0,180,0,0,0,0,0,0,59,59,59,Stamina,9,Non-Wep,0,0,0,5,False
1023,Penumbra Pendant,53132,Neck,0,102,0,110,64,0,0,0,56,0,0,0,0,Strength,4,Non-Wep,0,0,0,5,False
1024,Signet of Twilight,53133,Finger,0,0,96,96,64,48,128,0,0,0,0,0,0,Agility,4,Non-Wep,0,0,0,5,False
1025,Baltharus' Gift,54557,Neck,0,0,96,84,64,0,138,0,0,48,0,0,0,Agility,4,Non-Wep,0,0,0,5,True
1026,Bracers of the Heir,54559,Wrist,1182,102,0,110,64,0,0,0,56,0,0,0,0,Strength,4,Non-Wep,0,0,0,5,True
1027,Gloaming Sark,54561,Chest,681,0,173,120,107,0,231,0,0,99,0,0,0,Agility,8,Non-Wep,0,0,0,5,True
1028,Scion's Treads,54564,Feet,1858,128,0,180,0,0,0,0,0,0,51,67,59,Stamina,9,Non-Wep,0,0,0,5,True
1029,Twilight Scale Shoulders,54566,Shoulder,1134,0,112,101,0,0,173,56,75,0,0,0,0,Attack Power,12,Non-Wep,0,0,0,5,True
1030,Zarithrian's Offering,54567,Finger,0,102,0,110,64,0,0,0,56,0,0,0,0,Strength,4,Non-Wep,0,0,0,5,True
1031,Sharpened Twilight Scale,54569,Trinket,0,0,0,0,0,0,0,0,163,0,0,0,0,Stamina,0,Non-Wep,0,0,0,5,False
1032,Petrified Twilight Scale,54571,Trinket,2282,0,0,0,0,0,0,0,0,0,0,0,0,Stamina,0,Non-Wep,0,0,0,5,False
1033,Signet of Twilight,54576,Finger,0,0,109,109,73,57,145,0,0,0,0,0,0,Agility,4,Non-Wep,0,0,0,5,True
1034,Returning Footfalls,54577,Feet,1085,0,145,115,97,0,162,0,60,0,0,0,0,Agility,6,Non-Wep,0,0,0,5,True
1035,Apocalypse's Advance,54578,Feet,1939,165,0,165,97,81,0,0,0,0,0,0,0,Strength,6,Non-Wep,0,0,0,5,True
1036,Treads of Impending Resurrection,54579,Feet,1939,145,0,206,0,0,0,0,0,0,68,68,68,Stamina,9,Non-Wep,0,0,0,5,True
1037,Umbrage Armbands,54580,Wrist,311,0,109,109,73,0,113,73,0,0,0,0,0,Agility,4,Non-Wep,0,0,0,5,True
1038,Penumbra Pendant,54581,Neck,0,116,0,124,73,0,0,0,65,0,0,0,0,Strength,4,Non-Wep,0,0,0,5,True
1039,Sharpened Twilight Scale,54590,Trinket,0,0,0,0,0,0,0,0,184,0,0,0,0,Stamina,0,Non-Wep,0,0,0,5,True
1040,Petrified Twilight Scale,54591,Trinket,2576,0,0,0,0,0,0,0,0,0,0,0,0,Stamina,0,Non-Wep,0,0,0,5,True
